EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
730,40,Male,HR,Divorced,Analyst,Analyst,Frequently,14,High School,4,68,3,2,3,8,Yes,25,3,4,1,3,4,4,5,1,No,3
731,30,Female,Marketing,Married,Marketer,Marketing Manager,Rarely,28,High School,5,80,4,4,3,6,No,25,4,2,2,4,2,2,5,6,No,2
732,47,Female,Finance,Single,Manager,Manager,Rarely,22,Master,2,23,2,4,2,5,No,10,4,5,5,1,5,5,2,6,No,5
733,54,Female,Marketing,Divorced,Engineer,Developer,Rarely,20,College,2,62,2,4,1,3,No,15,1,2,4,3,2,2,7,6,Yes,3
734,41,Female,Other,Divorced,Engineer,Engineer,Occasionally,8,Doctor,3,67,1,5,5,3,Yes,12,5,10,5,4,10,10,4,1,No,4
735,60,Female,Other,Divorced,Manager,Team Leader,Frequently,15,Bachelor,2,22,3,3,2,8,No,14,2,20,4,3,20,20,10,2,No,4
736,23,Male,Finance,Married,Sales Rep,Sales Rep,Rarely,16,Doctor,2,32,1,1,4,5,Yes,23,5,3,5,4,3,3,7,9,Yes,3
737,60,Female,Technical,Single,Marketer,Marketing Manager,Occasionally,15,Bachelor,2,26,2,5,3,5,Yes,14,1,5,5,4,5,5,1,6,No,2
738,45,Male,Finance,Divorced,Sales Rep,Sales Manager,Occasionally,27,Master,3,22,4,2,3,8,Yes,11,2,1,0,1,1,1,4,6,Yes,3
739,59,Male,Technical,Divorced,Marketer,Marketing Manager,Frequently,9,Master,5,49,2,3,3,6,No,13,3,7,0,3,7,7,5,2,No,2
740,50,Female,Technical,Single,Manager,Manager,Rarely,6,Bachelor,3,79,2,4,1,5,Yes,15,1,15,0,3,15,15,9,10,No,5
741,34,Male,Technical,Single,Marketer,Marketing Manager,Frequently,27,Bachelor,2,77,2,5,2,1,No,12,4,4,0,2,4,4,8,10,No,4
742,55,Male,Technical,Divorced,Analyst,Data Analyst,Frequently,17,Master,5,73,3,1,4,6,No,23,1,7,1,5,7,7,10,4,No,3
743,40,Female,Other,Divorced,Engineer,Engineer,Frequently,30,Bachelor,4,67,4,2,4,7,Yes,25,1,7,3,3,7,7,9,5,No,3
744,49,Male,Marketing,Single,Manager,Team Leader,Frequently,11,Doctor,2,40,4,5,1,7,No,12,1,5,4,4,5,5,7,8,Yes,5
745,31,Female,Other,Single,Engineer,Engineer,Frequently,26,Master,1,26,2,1,1,6,Yes,22,3,3,0,3,3,3,4,7,No,3
746,58,Male,HR,Married,Analyst,Data Analyst,Occasionally,24,Master,5,58,4,4,1,5,Yes,24,4,7,3,3,7,7,4,6,Yes,5
747,39,Male,Finance,Single,Sales Rep,Sales Manager,Rarely,28,Doctor,2,61,1,3,5,6,No,13,1,3,3,2,3,3,0,4,Yes,2
748,44,Female,Marketing,Married,Manager,Team Leader,Rarely,11,Master,4,43,1,1,5,5,No,12,1,14,5,5,14,14,4,8,Yes,5
749,32,Male,Technical,Divorced,Engineer,Developer,Rarely,26,High School,4,41,3,1,4,8,No,16,2,5,0,3,5,5,1,10,Yes,4
750,58,Female,Technical,Married,Engineer,Engineer,Rarely,12,Master,5,42,3,4,2,8,Yes,19,1,5,2,4,5,5,1,3,Yes,3
751,35,Female,Finance,Single,Sales Rep,Sales Rep,Occasionally,29,Master,1,30,4,4,2,6,Yes,11,1,3,5,3,3,3,3,8,No,2
752,36,Male,Technical,Single,Engineer,Developer,Rarely,23,Bachelor,4,65,3,3,3,3,Yes,15,3,10,3,2,10,10,7,10,No,4
753,55,Female,Other,Married,Analyst,Analyst,Frequently,17,Bachelor,2,51,2,3,2,7,No,18,5,4,2,4,4,4,2,5,No,3
754,42,Male,Finance,Divorced,Analyst,Analyst,Occasionally,30,Doctor,3,54,1,3,4,0,Yes,15,4,6,4,5,6,6,3,3,No,3
755,25,Female,Marketing,Married,Manager,Team Leader,Occasionally,2,Doctor,3,55,4,5,1,1,No,16,3,16,1,3,16,16,10,9,Yes,5
756,53,Male,Other,Single,Sales Rep,Sales Manager,Occasionally,12,Master,4,52,2,5,5,5,Yes,24,2,2,2,3,2,2,5,1,No,3
757,46,Male,HR,Divorced,Manager,Manager,Rarely,16,Master,2,48,2,3,4,8,Yes,23,4,15,5,1,15,15,5,7,Yes,5
758,52,Female,HR,Divorced,Engineer,Engineer,Frequently,2,College,4,66,3,2,5,5,No,25,3,7,3,3,7,7,1,4,No,4
759,58,Male,HR,Divorced,Engineer,Developer,Frequently,27,Bachelor,5,65,4,1,5,3,No,15,2,4,2,5,4,4,2,4,Yes,3
760,59,Male,Technical,Divorced,Sales Rep,Sales Manager,Frequently,2,Master,2,53,4,2,4,4,Yes,12,1,3,5,4,3,3,1,8,Yes,3
761,53,Male,HR,Divorced,Manager,Team Leader,Frequently,20,Bachelor,1,50,2,4,3,7,No,22,5,5,3,5,5,5,5,3,Yes,4
762,57,Male,Marketing,Divorced,Sales Rep,Sales Manager,Rarely,10,Bachelor,3,56,1,3,4,4,No,21,3,3,2,1,3,3,8,1,No,2
763,30,Male,Technical,Divorced,Manager,Team Leader,Rarely,21,Bachelor,5,63,3,2,5,3,Yes,24,2,14,4,5,14,14,1,4,Yes,5
764,42,Male,Technical,Single,Engineer,Developer,Frequently,22,College,3,53,2,2,1,3,Yes,16,1,5,0,2,5,5,1,6,No,3
765,26,Male,Marketing,Single,Manager,Team Leader,Frequently,10,Master,5,34,4,5,4,4,No,21,1,10,1,1,10,10,4,10,Yes,4
766,50,Male,Finance,Divorced,Engineer,Engineer,Frequently,4,Bachelor,2,48,4,1,1,2,No,18,1,5,1,4,5,5,6,10,No,3
767,32,Female,Finance,Married,Engineer,Developer,Occasionally,8,High School,5,76,2,1,2,7,Yes,11,3,7,0,5,7,7,5,8,Yes,4
768,58,Male,Finance,Married,Manager,Manager,Occasionally,25,Bachelor,5,52,4,3,5,3,No,12,1,9,5,1,9,9,5,1,No,4
769,26,Male,Finance,Married,Manager,Team Leader,Rarely,10,Master,5,59,4,2,3,7,Yes,13,3,16,3,1,16,16,7,8,Yes,4
770,33,Male,HR,Divorced,Manager,Team Leader,Rarely,6,High School,5,37,1,3,5,8,Yes,21,4,17,5,4,17,17,6,5,No,5
771,25,Female,Finance,Single,Sales Rep,Sales Manager,Occasionally,8,Master,2,33,3,5,2,8,No,11,1,2,5,4,2,2,4,5,Yes,3
772,53,Male,Finance,Married,Marketer,Marketing Manager,Rarely,2,College,1,40,1,2,4,0,Yes,13,1,7,0,1,7,7,6,8,Yes,3
773,41,Male,HR,Married,Engineer,Developer,Occasionally,21,College,4,74,4,3,3,1,No,14,5,3,1,5,3,3,8,7,Yes,4
774,38,Male,Marketing,Divorced,Sales Rep,Sales Rep,Occasionally,28,College,5,44,1,3,2,5,Yes,10,4,4,1,1,4,4,9,2,Yes,2
775,25,Female,Marketing,Single,Analyst,Analyst,Frequently,27,Master,3,61,3,3,4,3,Yes,19,3,3,1,1,3,3,1,8,No,4
776,59,Female,Marketing,Divorced,Sales Rep,Sales Manager,Frequently,11,High School,4,29,1,5,5,3,No,23,5,5,4,3,5,5,3,2,No,3
777,31,Female,Technical,Divorced,Engineer,Developer,Frequently,14,High School,3,34,3,1,5,3,No,10,1,10,0,5,10,10,6,3,No,3
778,44,Male,Other,Single,Manager,Team Leader,Rarely,1,High School,2,27,2,4,5,1,Yes,25,3,12,3,2,12,12,2,7,Yes,5
779,52,Male,Marketing,Divorced,Manager,Team Leader,Occasionally,25,College,3,35,3,4,2,1,No,15,5,11,0,4,11,11,9,4,No,5
780,59,Female,Marketing,Married,Sales Rep,Sales Manager,Rarely,7,Bachelor,2,61,4,4,3,0,No,12,4,3,0,1,3,3,2,6,Yes,3
781,40,Male,Finance,Divorced,Manager,Team Leader,Occasionally,16,Bachelor,5,33,4,4,1,5,No,10,5,12,3,2,12,12,0,4,No,5
782,22,Male,Technical,Married,Engineer,Engineer,Frequently,7,Master,3,56,1,5,4,3,Yes,12,2,2,0,5,2,2,5,10,No,4
783,33,Female,Other,Married,Analyst,Analyst,Rarely,29,Master,3,51,1,5,3,3,Yes,20,5,7,4,3,7,7,0,5,Yes,3
784,44,Female,Technical,Married,Manager,Manager,Frequently,17,Bachelor,5,20,3,2,3,1,No,17,3,6,4,5,6,6,9,5,No,4
785,25,Male,HR,Single,Engineer,Engineer,Frequently,2,Bachelor,5,23,3,4,4,4,Yes,12,1,8,4,5,8,8,2,4,Yes,3
786,50,Female,Other,Single,Engineer,Engineer,Occasionally,11,College,2,58,4,5,5,8,Yes,12,3,5,2,5,5,5,3,7,No,4
787,60,Female,Other,Divorced,Analyst,Data Analyst,Rarely,18,College,5,66,1,1,5,8,Yes,17,4,7,3,2,7,7,2,8,Yes,5
788,55,Female,Technical,Single,Analyst,Data Analyst,Occasionally,1,Bachelor,2,30,2,5,1,0,No,23,2,7,0,5,7,7,3,9,Yes,5
789,36,Male,HR,Divorced,Manager,Team Leader,Frequently,9,College,1,59,3,3,4,7,Yes,12,2,20,0,1,20,20,9,2,No,4
790,31,Male,Finance,Single,Manager,Manager,Frequently,26,Bachelor,2,59,4,3,1,1,No,17,5,18,4,2,18,18,6,10,Yes,5
791,25,Female,HR,Single,Manager,Manager,Occasionally,9,High School,4,53,4,5,1,1,No,25,5,9,2,4,9,9,4,5,No,4
792,39,Female,Marketing,Single,Manager,Manager,Rarely,5,High School,3,78,1,1,4,7,No,22,3,14,5,1,14,14,4,2,Yes,4
793,28,Female,Marketing,Married,Manager,Manager,Occasionally,26,Doctor,3,40,1,1,3,8,Yes,14,3,9,5,3,9,9,5,6,No,5
794,44,Female,Finance,Divorced,Marketer,Marketer,Occasionally,12,Bachelor,2,21,1,5,1,3,No,23,4,4,3,2,4,4,8,7,Yes,2
795,49,Female,Marketing,Divorced,Marketer,Marketing Manager,Frequently,18,Doctor,4,56,4,2,4,6,Yes,11,3,3,2,4,3,3,8,7,No,4
796,23,Male,Marketing,Single,Sales Rep,Sales Rep,Frequently,2,College,3,44,3,5,5,4,No,18,3,4,5,2,4,4,10,9,No,2
797,37,Male,HR,Divorced,Engineer,Developer,Frequently,14,Master,5,47,1,1,2,8,Yes,15,2,2,4,4,2,2,4,9,No,4
798,53,Female,Technical,Divorced,Marketer,Marketer,Frequently,12,College,5,30,2,5,4,8,No,14,1,7,2,1,7,7,9,2,No,3
799,57,Male,Technical,Married,Manager,Manager,Rarely,17,Doctor,4,71,4,3,5,8,Yes,24,1,14,5,5,14,14,1,5,Yes,5
800,28,Male,Technical,Divorced,Manager,Team Leader,Frequently,7,Doctor,5,29,2,4,1,3,Yes,13,3,5,1,5,5,5,0,2,No,5
801,51,Male,Technical,Married,Analyst,Analyst,Frequently,19,Master,3,67,1,3,4,1,Yes,13,1,3,2,2,3,3,4,9,No,4
802,56,Male,Marketing,Divorced,Manager,Team Leader,Occasionally,11,High School,1,57,4,2,5,1,Yes,16,1,9,4,1,9,9,2,6,Yes,4
803,46,Male,Marketing,Married,Engineer,Developer,Occasionally,2,College,2,60,3,2,4,5,No,18,1,6,0,2,6,6,5,10,No,4
804,57,Female,Finance,Single,Sales Rep,Sales Rep,Rarely,21,High School,4,41,1,4,1,3,No,21,1,2,2,5,2,2,6,9,Yes,3
805,31,Male,Marketing,Single,Analyst,Analyst,Rarely,17,Bachelor,1,43,3,4,3,5,No,23,5,6,1,5,6,6,9,4,Yes,3
806,27,Female,HR,Divorced,Manager,Team Leader,Frequently,13,Master,5,30,2,1,5,1,No,16,2,19,1,3,19,19,9,9,No,4
807,41,Female,HR,Single,Engineer,Engineer,Occasionally,20,Master,4,79,2,1,2,3,No,23,5,9,0,4,9,9,4,4,No,4
808,25,Male,HR,Married,Analyst,Analyst,Occasionally,20,Master,1,23,4,4,2,0,Yes,18,2,4,2,4,4,4,9,9,No,3
809,29,Male,Technical,Single,Sales Rep,Sales Manager,Rarely,29,High School,2,46,3,1,5,7,No,15,1,1,4,5,1,1,2,4,Yes,3
810,46,Female,Marketing,Single,Analyst,Data Analyst,Rarely,7,High School,4,23,1,5,5,4,Yes,21,3,5,0,5,5,5,5,1,No,5
811,50,Female,Finance,Married,Analyst,Data Analyst,Rarely,21,Doctor,5,78,4,1,2,5,Yes,11,3,4,0,5,4,4,3,7,Yes,4
812,22,Female,Other,Married,Sales Rep,Sales Manager,Rarely,30,Master,5,27,2,3,2,2,Yes,24,4,3,4,5,3,3,0,4,Yes,3
813,30,Female,Other,Divorced,Manager,Team Leader,Rarely,5,College,4,28,1,2,4,4,No,16,4,20,3,2,20,20,9,2,No,4
814,23,Female,Other,Divorced,Marketer,Marketer,Occasionally,26,Master,1,65,3,5,4,8,No,23,5,4,3,5,4,4,9,8,Yes,3
815,43,Female,Technical,Divorced,Engineer,Developer,Occasionally,11,Doctor,5,34,3,1,2,1,Yes,20,4,4,0,5,4,4,10,3,Yes,3
816,28,Male,Marketing,Single,Analyst,Data Analyst,Frequently,10,Master,2,78,2,5,3,8,No,22,1,7,5,1,7,7,3,10,Yes,5
817,52,Female,Other,Divorced,Marketer,Marketing Manager,Rarely,24,Master,2,73,3,3,2,1,No,23,4,5,2,2,5,5,1,2,No,2
818,44,Female,Other,Divorced,Marketer,Marketing Manager,Occasionally,11,Master,4,32,1,1,2,7,No,24,2,5,1,4,5,5,3,9,No,3
819,34,Female,Marketing,Divorced,Marketer,Marketer,Rarely,3,High School,3,76,2,4,4,8,Yes,24,1,2,4,2,2,2,2,5,No,3
820,33,Female,Other,Married,Marketer,Marketer,Occasionally,7,Master,1,49,1,4,5,7,No,23,3,3,0,3,3,3,3,2,Yes,2
821,37,Male,Technical,Single,Marketer,Marketer,Occasionally,12,Doctor,1,74,2,2,2,5,No,22,2,4,0,4,4,4,6,10,No,3
822,25,Male,HR,Divorced,Manager,Manager,Frequently,9,High School,4,77,1,4,1,4,Yes,16,1,7,5,5,7,7,10,2,No,5
823,50,Male,HR,Married,Engineer,Developer,Rarely,3,Doctor,5,49,1,5,5,4,No,24,2,2,4,5,2,2,7,8,Yes,4
824,49,Female,Finance,Married,Manager,Team Leader,Rarely,25,Master,4,68,2,4,3,0,No,13,3,9,5,2,9,9,3,5,No,5
825,32,Male,Marketing,Married,Engineer,Engineer,Rarely,24,Master,1,48,2,4,5,4,Yes,24,4,4,5,5,4,4,4,4,No,3
826,35,Female,Marketing,Married,Marketer,Marketing Manager,Rarely,17,High School,4,75,3,4,4,5,No,20,3,5,3,1,5,5,7,8,No,3
827,55,Male,HR,Single,Analyst,Analyst,Occasionally,2,High School,2,60,2,4,4,4,Yes,18,3,4,2,2,4,4,6,7,Yes,5
828,44,Female,HR,Divorced,Sales Rep,Sales Rep,Occasionally,26,College,3,50,1,1,1,0,No,19,2,1,1,1,1,1,4,5,Yes,2
829,50,Female,Other,Single,Analyst,Analyst,Rarely,6,Bachelor,5,50,1,1,1,7,No,15,4,5,4,5,5,5,0,10,Yes,3
830,39,Male,Other,Married,Marketer,Marketer,Occasionally,18,College,4,27,2,4,1,8,No,13,5,1,5,4,1,1,3,8,No,4
831,30,Female,Finance,Married,Manager,Manager,Frequently,26,Bachelor,3,33,2,5,3,1,No,25,5,16,2,2,16,16,7,4,Yes,4
832,41,Male,Other,Married,Marketer,Marketing Manager,Occasionally,9,High School,4,22,3,2,3,8,Yes,22,1,6,2,4,6,6,1,6,Yes,3
833,23,Male,Other,Divorced,Engineer,Developer,Occasionally,15,Bachelor,1,37,2,1,3,3,No,22,5,4,2,4,4,4,2,2,No,3
834,35,Male,Technical,Divorced,Manager,Team Leader,Rarely,10,Bachelor,2,59,2,4,5,3,No,17,2,17,3,4,17,17,9,9,No,4
835,27,Female,Technical,Married,Sales Rep,Sales Manager,Occasionally,14,Bachelor,2,39,4,1,2,5,No,22,2,1,4,5,1,1,7,9,Yes,2
836,39,Male,Technical,Single,Analyst,Analyst,Rarely,27,Doctor,2,70,3,1,1,0,Yes,15,2,3,4,1,3,3,7,4,Yes,4
837,22,Female,Technical,Single,Manager,Manager,Frequently,2,Bachelor,1,65,3,2,1,3,No,19,3,13,5,2,13,13,0,4,No,5
838,33,Male,Other,Married,Analyst,Analyst,Rarely,4,Bachelor,5,78,2,4,5,7,No,10,4,3,5,4,3,3,6,4,Yes,4
839,60,Male,Other,Married,Marketer,Marketing Manager,Frequently,10,High School,4,80,2,4,1,6,Yes,11,2,4,2,2,4,4,4,7,No,2
840,33,Male,Finance,Married,Engineer,Engineer,Frequently,29,High School,5,80,3,4,3,4,No,10,2,9,0,4,9,9,4,5,No,3
841,54,Male,Technical,Single,Sales Rep,Sales Manager,Occasionally,16,Master,2,71,2,4,5,4,No,13,2,1,0,5,1,1,5,9,No,3
842,44,Male,Marketing,Divorced,Analyst,Data Analyst,Occasionally,4,College,1,30,3,4,5,2,Yes,16,4,7,3,2,7,7,4,2,Yes,3
843,40,Male,Finance,Single,Manager,Manager,Rarely,20,Bachelor,1,38,4,4,2,4,Yes,12,3,14,3,2,14,14,4,5,Yes,4
844,53,Female,Technical,Married,Sales Rep,Sales Manager,Frequently,25,High School,4,22,2,1,2,8,No,21,3,4,1,2,4,4,10,6,Yes,2
845,60,Female,Marketing,Single,Sales Rep,Sales Rep,Rarely,16,College,5,25,3,2,3,6,Yes,14,5,2,0,4,2,2,0,1,No,3
846,42,Male,Other,Married,Manager,Team Leader,Occasionally,6,Doctor,5,72,3,2,4,6,Yes,25,4,14,2,2,14,14,4,6,Yes,5
847,55,Male,Other,Married,Sales Rep,Sales Rep,Frequently,24,Bachelor,1,73,1,2,2,7,Yes,13,2,4,4,4,4,4,1,10,Yes,2
848,51,Female,Technical,Single,Engineer,Developer,Rarely,14,Master,4,69,2,2,5,5,Yes,24,1,4,5,5,4,4,4,6,No,4
849,26,Male,Marketing,Married,Engineer,Engineer,Occasionally,3,Master,4,42,4,1,2,0,No,14,5,7,2,1,7,7,2,10,Yes,4
850,39,Male,HR,Married,Sales Rep,Sales Rep,Frequently,26,Doctor,1,56,3,1,5,5,Yes,24,5,2,3,4,2,2,3,10,No,2
851,26,Male,Other,Divorced,Analyst,Analyst,Rarely,18,High School,4,31,2,5,4,7,No,25,3,3,0,5,3,3,7,3,Yes,3
852,35,Female,Finance,Single,Engineer,Developer,Occasionally,16,Master,2,80,2,1,1,6,Yes,24,5,5,1,2,5,5,1,3,Yes,3
853,56,Male,Finance,Divorced,Marketer,Marketing Manager,Frequently,20,College,3,45,3,2,5,4,Yes,10,3,1,0,3,1,1,6,9,Yes,3
854,56,Female,HR,Divorced,Analyst,Data Analyst,Rarely,10,Master,3,60,3,5,5,3,No,25,2,7,2,5,7,7,7,6,Yes,3
855,47,Female,Marketing,Married,Sales Rep,Sales Rep,Rarely,4,Master,3,46,3,3,2,6,Yes,14,1,2,1,4,2,2,0,4,Yes,2
856,44,Male,Finance,Married,Analyst,Analyst,Occasionally,22,High School,1,47,1,5,4,8,Yes,13,3,7,2,4,7,7,7,3,Yes,5
857,40,Male,Other,Married,Analyst,Analyst,Rarely,3,Bachelor,4,52,3,5,5,6,No,17,1,8,0,5,8,8,4,9,Yes,4
858,57,Female,HR,Divorced,Analyst,Analyst,Occasionally,11,Master,3,28,1,2,1,7,Yes,18,4,5,3,4,5,5,3,10,Yes,3
859,58,Female,Technical,Married,Marketer,Marketing Manager,Frequently,7,Bachelor,1,35,4,5,1,5,No,16,1,4,2,5,4,4,8,4,Yes,4
860,34,Male,Technical,Divorced,Manager,Team Leader,Frequently,18,Bachelor,4,40,2,5,3,1,No,10,4,17,4,4,17,17,10,1,No,4
861,56,Male,Other,Married,Sales Rep,Sales Manager,Rarely,30,Master,2,30,4,3,2,7,Yes,16,1,2,4,5,2,2,4,4,No,3
862,42,Male,Marketing,Married,Engineer,Engineer,Frequently,29,Master,3,59,4,2,2,5,No,21,2,10,1,4,10,10,6,7,No,4
863,36,Female,Marketing,Divorced,Sales Rep,Sales Manager,Occasionally,17,High School,2,52,3,2,2,7,Yes,19,3,2,4,5,2,2,4,2,No,3
864,27,Male,Finance,Divorced,Analyst,Data Analyst,Frequently,1,Doctor,1,40,2,3,2,6,Yes,23,2,3,1,3,3,3,9,1,Yes,4
865,33,Male,HR,Divorced,Engineer,Developer,Rarely,17,High School,4,68,4,1,1,6,No,14,2,6,1,3,6,6,6,1,Yes,3
866,22,Female,Marketing,Single,Sales Rep,Sales Rep,Occasionally,16,High School,4,31,1,2,3,5,No,21,5,5,5,2,5,5,5,8,No,2
867,37,Female,Finance,Divorced,Manager,Team Leader,Frequently,20,High School,1,56,3,4,1,5,Yes,16,4,8,0,3,8,8,4,2,Yes,5
868,44,Female,Finance,Divorced,Marketer,Marketer,Frequently,3,Doctor,5,69,1,1,1,7,Yes,18,3,3,5,1,3,3,3,4,No,3
869,52,Male,HR,Single,Sales Rep,Sales Manager,Frequently,30,College,1,80,1,4,4,4,Yes,25,4,5,1,4,5,5,2,8,No,2
870,29,Male,Technical,Single,Sales Rep,Sales Rep,Rarely,16,Doctor,4,65,3,3,4,3,Yes,21,1,5,0,5,5,5,8,7,No,2
871,59,Female,Finance,Married,Marketer,Marketing Manager,Occasionally,9,High School,4,28,2,5,1,8,No,13,2,3,3,5,3,3,0,4,No,4
872,52,Male,Other,Single,Sales Rep,Sales Manager,Frequently,21,Master,3,66,3,1,2,2,Yes,24,4,2,4,4,2,2,7,4,Yes,3
873,45,Female,Finance,Divorced,Analyst,Data Analyst,Rarely,23,Master,5,56,3,5,3,0,Yes,19,3,2,4,3,2,2,2,5,No,3
874,30,Male,Other,Single,Analyst,Data Analyst,Frequently,24,Doctor,5,40,3,3,2,5,Yes,12,1,4,2,2,4,4,10,2,Yes,5
875,50,Male,Marketing,Married,Engineer,Engineer,Occasionally,18,Bachelor,3,60,3,5,1,0,Yes,15,2,8,3,3,8,8,2,4,Yes,3
876,45,Male,Finance,Married,Sales Rep,Sales Rep,Rarely,2,College,4,40,4,3,2,8,No,20,2,3,2,4,3,3,6,7,No,2
877,33,Female,Finance,Single,Manager,Manager,Rarely,14,High School,5,72,2,4,1,5,Yes,12,3,18,0,1,18,18,9,5,No,4
878,28,Male,Finance,Single,Sales Rep,Sales Manager,Occasionally,16,Doctor,4,32,3,1,1,0,No,10,2,5,3,5,5,5,10,6,Yes,2
879,22,Male,Finance,Married,Marketer,Marketing Manager,Frequently,2,Bachelor,3,47,3,2,3,1,Yes,25,4,3,4,3,3,3,2,4,Yes,4
880,31,Male,Other,Married,Marketer,Marketing Manager,Rarely,12,Doctor,1,49,2,1,1,0,No,17,3,1,3,2,1,1,7,10,Yes,3
881,59,Female,Other,Married,Marketer,Marketing Manager,Occasionally,18,Bachelor,5,32,4,3,5,3,No,22,2,3,0,4,3,3,5,8,Yes,3
882,38,Female,HR,Divorced,Engineer,Engineer,Occasionally,20,Doctor,3,31,3,5,5,3,No,19,4,4,4,3,4,4,6,5,No,4
883,50,Male,Marketing,Married,Analyst,Data Analyst,Occasionally,2,Bachelor,3,44,3,1,3,3,No,18,3,6,2,4,6,6,4,7,Yes,5
884,59,Female,Technical,Married,Marketer,Marketing Manager,Rarely,1,Bachelor,2,59,4,5,4,8,No,19,2,6,2,2,6,6,5,6,Yes,4
885,53,Male,Other,Single,Manager,Manager,Rarely,28,Bachelor,2,76,3,3,2,4,Yes,13,4,16,0,5,16,16,8,6,Yes,5
886,34,Male,Other,Married,Manager,Manager,Occasionally,29,Doctor,3,50,3,4,1,0,No,13,3,7,3,5,7,7,3,1,No,5
887,39,Male,Other,Single,Engineer,Engineer,Rarely,13,Master,1,52,4,5,4,3,No,13,4,4,4,1,4,4,7,3,No,3
888,52,Male,HR,Divorced,Manager,Manager,Frequently,13,College,2,62,4,4,1,1,Yes,17,2,7,0,1,7,7,10,7,No,4
889,53,Female,Finance,Married,Sales Rep,Sales Rep,Frequently,21,High School,5,43,1,4,3,5,Yes,10,3,3,4,4,3,3,0,10,No,3
890,26,Female,Finance,Single,Analyst,Data Analyst,Occasionally,28,High School,3,42,2,3,5,1,Yes,23,5,3,0,3,3,3,1,1,No,5
891,53,Male,Finance,Divorced,Analyst,Data Analyst,Occasionally,13,Doctor,5,45,3,1,2,8,No,20,3,2,1,4,2,2,3,10,Yes,4
892,31,Female,Marketing,Divorced,Engineer,Engineer,Rarely,18,Bachelor,4,40,4,1,1,7,Yes,19,2,3,5,5,3,3,8,3,No,3
893,54,Female,HR,Married,Marketer,Marketing Manager,Frequently,27,College,5,26,3,4,3,5,No,24,5,5,3,5,5,5,8,10,No,3
894,30,Male,Other,Divorced,Manager,Team Leader,Occasionally,10,High School,3,67,1,2,1,8,No,14,2,8,4,1,8,8,6,9,No,4
895,54,Male,HR,Divorced,Sales Rep,Sales Rep,Rarely,19,College,5,43,4,1,5,6,No,20,2,4,4,1,4,4,10,5,No,2
896,44,Male,HR,Divorced,Sales Rep,Sales Rep,Rarely,8,Bachelor,3,35,3,2,4,7,No,12,4,3,2,1,3,3,6,7,No,3
897,54,Female,HR,Divorced,Marketer,Marketing Manager,Rarely,27,Bachelor,4,56,4,4,3,2,No,10,3,7,3,3,7,7,4,2,Yes,2
898,58,Female,Marketing,Married,Sales Rep,Sales Manager,Frequently,25,College,5,34,4,2,5,0,No,23,3,2,3,3,2,2,10,2,No,2
899,40,Female,HR,Single,Sales Rep,Sales Manager,Occasionally,3,Master,1,57,3,2,5,0,No,18,2,5,5,4,5,5,2,1,Yes,2
900,30,Female,Finance,Married,Manager,Manager,Frequently,14,Doctor,3,37,1,1,1,6,Yes,13,3,13,2,3,13,13,6,2,No,5
901,22,Male,Marketing,Single,Sales Rep,Sales Rep,Rarely,2,Master,5,74,2,2,2,5,Yes,12,2,2,2,5,2,2,5,5,No,2
902,41,Male,Other,Single,Marketer,Marketing Manager,Occasionally,22,Doctor,4,20,2,3,4,6,No,21,4,6,2,2,6,6,9,10,Yes,3
903,27,Female,Marketing,Married,Manager,Team Leader,Frequently,3,College,4,77,4,4,2,6,No,17,1,20,1,5,20,20,1,4,Yes,5
904,29,Female,Finance,Married,Engineer,Engineer,Occasionally,10,Bachelor,5,32,4,1,3,2,Yes,22,1,5,2,2,5,5,9,2,Yes,3
905,53,Male,Technical,Divorced,Analyst,Analyst,Rarely,27,High School,1,75,1,4,3,1,Yes,15,5,5,2,1,5,5,3,8,No,5
906,34,Female,Marketing,Divorced,Sales Rep,Sales Rep,Frequently,23,College,3,52,4,3,1,7,Yes,23,2,3,4,2,3,3,3,4,No,2
907,53,Female,Finance,Single,Manager,Team Leader,Occasionally,3,College,1,27,3,1,4,4,No,24,2,10,1,4,10,10,6,1,No,4
908,52,Male,Marketing,Single,Manager,Team Leader,Frequently,1,Doctor,1,71,3,1,1,8,Yes,22,1,10,0,3,10,10,5,9,No,5
909,54,Male,Marketing,Married,Engineer,Developer,Occasionally,23,Bachelor,3,46,4,3,3,6,Yes,18,1,10,3,2,10,10,5,1,No,4
910,33,Male,Other,Divorced,Manager,Manager,Frequently,29,Bachelor,1,75,4,2,2,4,Yes,11,1,18,0,5,18,18,10,4,No,5
911,36,Female,Other,Married,Sales Rep,Sales Rep,Occasionally,23,Doctor,2,50,1,4,3,3,No,25,1,1,3,2,1,1,8,5,Yes,2
912,50,Female,Marketing,Married,Engineer,Developer,Rarely,6,High School,4,46,3,2,4,4,No,16,3,4,0,5,4,4,8,5,No,4
